Chrom,Start,End,miRNA Name,Circ Name,Strand,Seed Category,ID,Software Matched,Validated,AGO
chr20,44938744,44938772,hsa-miR-345-3p,ENST00000217073.6,+,No Seed,INT_RH_10926,1,No,No
chr20,44938745,44938772,hsa-miR-590-3p,ENST00000217073.6,+,No Seed,INT_RH_11902,1,No,No
chr20,44938745,44938771,hsa-miR-4326,ENST00000217073.6,+,No Seed,INT_RH_12878,1,No,No
chr20,44938744,44938767,hsa-miR-4486,ENST00000217073.6,+,No Seed,INT_RH_13854,1,No,No
chr20,44938744,44938774,hsa-miR-4793-5p,ENST00000217073.6,+,No Seed,INT_RH_14830,1,No,No
chr20,44938743,44938771,hsa-miR-5001-3p,ENST00000217073.6,+,No Seed,INT_RH_15806,1,No,No
chr20,44938743,44938770,hsa-miR-5196-3p,ENST00000217073.6,+,No Seed,INT_RH_16782,1,No,No
chr20,44938744,44938772,hsa-miR-6740-5p,ENST00000217073.6,+,No Seed,INT_RH_17758,1,No,No
chr20,44938781,44939383,hsa-miR-145-5p,ENST00000255136.7,+,No Seed,INT_RH_9951,1,No,No
chr20,44939000,44939601,hsa-miR-345-3p,ENST00000255136.7,+,No Seed,INT_RH_10927,1,No,No
chr20,44938970,44939570,hsa-miR-590-3p,ENST00000255136.7,+,No Seed,INT_RH_11903,1,No,No
chr20,44938921,44939520,hsa-miR-4326,ENST00000255136.7,+,No Seed,INT_RH_12879,1,No,No
chr20,44938955,44939551,hsa-miR-4486,ENST00000255136.7,+,No Seed,INT_RH_13855,1,No,No
chr20,44938922,44939523,hsa-miR-5001-3p,ENST00000255136.7,+,No Seed,INT_RH_15807,1,No,No
chr20,44938950,44939551,hsa-miR-6740-5p,ENST00000255136.7,+,No Seed,INT_RH_17759,1,No,No
chr20,44938781,44939379,hsa-miR-145-5p,ENST00000372824.5,+,No Seed,INT_RH_9952,1,No,No
chr20,44939000,44939597,hsa-miR-345-3p,ENST00000372824.5,+,No Seed,INT_RH_10928,1,No,No
chr20,44938970,44939566,hsa-miR-590-3p,ENST00000372824.5,+,No Seed,INT_RH_11904,1,No,No
chr20,44938921,44939516,hsa-miR-4326,ENST00000372824.5,+,No Seed,INT_RH_12880,1,No,No
chr20,44938955,44939547,hsa-miR-4486,ENST00000372824.5,+,No Seed,INT_RH_13856,1,No,No
chr20,44938922,44939519,hsa-miR-5001-3p,ENST00000372824.5,+,No Seed,INT_RH_15808,1,No,No
chr20,44938950,44939547,hsa-miR-6740-5p,ENST00000372824.5,+,No Seed,INT_RH_17760,1,No,No
chr20,44939233,44939369,hsa-miR-29b-2-5p,ENST00000217075.6,+,No Seed,INT_RH_8977,1,No,Yes
chr20,44939234,44939371,hsa-miR-145-5p,ENST00000217075.6,+,No Seed,INT_RH_9953,1,No,Yes
chr20,44939267,44939403,hsa-miR-345-3p,ENST00000217075.6,+,No Seed,INT_RH_10929,1,No,No
chr20,44939230,44939365,hsa-miR-590-3p,ENST00000217075.6,+,No Seed,INT_RH_11905,1,No,Yes
chr20,44939232,44939366,hsa-miR-4326,ENST00000217075.6,+,No Seed,INT_RH_12881,1,No,Yes
chr20,44939268,44939399,hsa-miR-4486,ENST00000217075.6,+,No Seed,INT_RH_13857,1,No,Yes
chr20,44939237,44939375,hsa-miR-4793-5p,ENST00000217075.6,+,No Seed,INT_RH_14833,1,No,Yes
chr20,44939230,44939366,hsa-miR-5001-3p,ENST00000217075.6,+,No Seed,INT_RH_15809,1,No,Yes
chr20,44939233,44939368,hsa-miR-5196-3p,ENST00000217075.6,+,No Seed,INT_RH_16785,1,No,Yes
chr20,44939207,44939343,hsa-miR-6740-5p,ENST00000217075.6,+,No Seed,INT_RH_17761,1,No,Yes
chr20,46128875,46130525,hsa-miR-345-3p,ENST00000620709.4,+,No Seed,INT_RH_10931,1,No,No
chr20,46128875,46130403,hsa-miR-345-3p,ENST00000372276.7,+,No Seed,INT_RH_10932,1,No,No
chr20,46129256,46130101,hsa-miR-345-3p,ENST00000372285.7,+,SM,INT_RH_10933,1,No,No
chr20,46129736,46130579,hsa-miR-4326,ENST00000372285.7,+,No Seed,INT_RH_12885,1,No,No
chr20,46129718,46130562,hsa-miR-5196-3p,ENST00000372285.7,+,No Seed,INT_RH_16789,1,No,No
chr20,49372333,49372355,hsa-miR-29b-2-5p,ENST00000635465.1,-,No Seed,INT_RH_8983,1,No,No
chr20,49372612,49372635,hsa-miR-145-5p,ENST00000635465.1,-,No Seed,INT_RH_9959,1,No,No
chr20,49372576,49372598,hsa-miR-5001-3p,ENST00000635465.1,-,No Seed,INT_RH_15815,1,No,No
chr20,49372642,49372664,hsa-miR-6740-5p,ENST00000635465.1,-,No Seed,INT_RH_17767,1,No,No
chr20,49952294,49954067,hsa-miR-345-3p,ENST00000244061.5,+,No Seed,INT_RH_10936,1,No,No
chr20,49952500,49954268,hsa-miR-4486,ENST00000244061.5,+,No Seed,INT_RH_13864,1,No,No
chr20,49953486,49955261,hsa-miR-4793-5p,ENST00000244061.5,+,No Seed,INT_RH_14840,1,No,No
chr20,49952566,49954339,hsa-miR-5001-3p,ENST00000244061.5,+,No Seed,INT_RH_15816,1,No,No
chr20,49952258,49954030,hsa-miR-5196-3p,ENST00000244061.5,+,No Seed,INT_RH_16792,1,No,No
chr20,49952548,49954321,hsa-miR-6740-5p,ENST00000244061.5,+,No Seed,INT_RH_17768,1,No,No
chr20,49952582,49953261,hsa-miR-29b-2-5p,ENST00000622920.1,+,No Seed,INT_RH_8985,1,No,No
chr20,49952656,49953336,hsa-miR-145-5p,ENST00000622920.1,+,No Seed,INT_RH_9961,1,No,No
chr20,49952294,49952973,hsa-miR-345-3p,ENST00000622920.1,+,No Seed,INT_RH_10937,1,No,No
chr20,49952826,49953504,hsa-miR-590-3p,ENST00000622920.1,+,No Seed,INT_RH_11913,1,No,No
chr20,49952257,49952934,hsa-miR-4326,ENST00000622920.1,+,No Seed,INT_RH_12889,1,No,No
chr20,49952500,49953174,hsa-miR-4486,ENST00000622920.1,+,No Seed,INT_RH_13865,1,No,No
chr20,49952614,49953295,hsa-miR-4793-5p,ENST00000622920.1,+,No Seed,INT_RH_14841,1,No,No
chr20,49952566,49953245,hsa-miR-5001-3p,ENST00000622920.1,+,No Seed,INT_RH_15817,1,No,No
chr20,49952258,49952936,hsa-miR-5196-3p,ENST00000622920.1,+,No Seed,INT_RH_16793,1,No,No
chr20,49952548,49953227,hsa-miR-6740-5p,ENST00000622920.1,+,No Seed,INT_RH_17769,1,No,No
chr20,57604270,57604293,hsa-miR-145-5p,ENST00000371173.7,-,No Seed,INT_RH_9962,1,No,No
chr20,57604280,57604302,hsa-miR-345-3p,ENST00000371173.7,-,No Seed,INT_RH_10938,1,No,No
chr20,57604328,57604352,hsa-miR-4793-5p,ENST00000371173.7,-,No Seed,INT_RH_14842,1,No,No
chr20,57604535,57604557,hsa-miR-5001-3p,ENST00000371173.7,-,No Seed,INT_RH_15818,1,No,No
chr20,57604112,57604133,hsa-miR-5196-3p,ENST00000371173.7,-,No Seed,INT_RH_16794,1,No,No
chr20,57604266,57604288,hsa-miR-6740-5p,ENST00000371173.7,-,No Seed,INT_RH_17770,1,No,No
chr20,57604270,57604293,hsa-miR-145-5p,ENST00000395822.7,-,No Seed,INT_RH_9963,1,No,No
chr20,57604280,57604302,hsa-miR-345-3p,ENST00000395822.7,-,No Seed,INT_RH_10939,1,No,No
chr20,57604328,57604352,hsa-miR-4793-5p,ENST00000395822.7,-,No Seed,INT_RH_14843,1,No,No
chr20,57604535,57604557,hsa-miR-5001-3p,ENST00000395822.7,-,No Seed,INT_RH_15819,1,No,No
chr20,57604112,57604133,hsa-miR-5196-3p,ENST00000395822.7,-,No Seed,INT_RH_16795,1,No,No
chr20,57604266,57604288,hsa-miR-6740-5p,ENST00000395822.7,-,No Seed,INT_RH_17771,1,No,No
chr20,57612991,57613013,hsa-miR-29b-2-5p,ENST00000541799.1,-,No Seed,INT_RH_8988,1,No,No
chr20,57613049,57613072,hsa-miR-145-5p,ENST00000541799.1,-,No Seed,INT_RH_9964,1,No,No
chr20,57613017,57613039,hsa-miR-345-3p,ENST00000541799.1,-,No Seed,INT_RH_10940,1,No,No
chr20,57613021,57613038,hsa-miR-4486,ENST00000541799.1,-,No Seed,INT_RH_13868,1,No,No
chr20,57613043,57613067,hsa-miR-4793-5p,ENST00000541799.1,-,No Seed,INT_RH_14844,1,No,No
chr20,57613062,57613084,hsa-miR-5001-3p,ENST00000541799.1,-,No Seed,INT_RH_15820,1,No,No
chr20,57613063,57613084,hsa-miR-5196-3p,ENST00000541799.1,-,No Seed,INT_RH_16796,1,No,No
chr20,57612963,57612985,hsa-miR-6740-5p,ENST00000541799.1,-,No Seed,INT_RH_17772,1,No,No
chr20,62840847,62841296,hsa-miR-29b-2-5p,ENST00000343916.7,+,No Seed,INT_RH_8989,1,No,No
chr20,62840837,62841286,hsa-miR-345-3p,ENST00000343916.7,+,No Seed,INT_RH_10941,1,No,No
chr20,62840970,62841418,hsa-miR-590-3p,ENST00000343916.7,+,No Seed,INT_RH_11917,1,No,No
chr20,62840799,62841246,hsa-miR-4326,ENST00000343916.7,+,No Seed,INT_RH_12893,1,No,No
chr20,62840763,62841214,hsa-miR-4793-5p,ENST00000343916.7,+,No Seed,INT_RH_14845,1,No,No
chr20,62840788,62841237,hsa-miR-5001-3p,ENST00000343916.7,+,No Seed,INT_RH_15821,1,No,No
chr20,62840795,62841243,hsa-miR-5196-3p,ENST00000343916.7,+,No Seed,INT_RH_16797,1,No,No
chr20,62840888,62841337,hsa-miR-6740-5p,ENST00000343916.7,+,No Seed,INT_RH_17773,1,No,No
chr20,63556642,63556752,hsa-miR-29b-2-5p,ENST00000370097.1,+,No Seed,INT_RH_8990,1,No,Yes
chr20,63556641,63556752,hsa-miR-145-5p,ENST00000370097.1,+,No Seed,INT_RH_9966,1,No,Yes
chr20,63556687,63556797,hsa-miR-345-3p,ENST00000370097.1,+,No Seed,INT_RH_10942,1,No,Yes
chr20,63556657,63556766,hsa-miR-590-3p,ENST00000370097.1,+,No Seed,INT_RH_11918,1,No,Yes
chr20,63556673,63556781,hsa-miR-4326,ENST00000370097.1,+,No Seed,INT_RH_12894,1,No,Yes
chr20,63556683,63556788,hsa-miR-4486,ENST00000370097.1,+,No Seed,INT_RH_13870,1,No,Yes
chr20,63556665,63556777,hsa-miR-4793-5p,ENST00000370097.1,+,No Seed,INT_RH_14846,1,No,Yes
chr20,63556654,63556764,hsa-miR-5001-3p,ENST00000370097.1,+,No Seed,INT_RH_15822,1,No,Yes
chr20,63556621,63556730,hsa-miR-5196-3p,ENST00000370097.1,+,No Seed,INT_RH_16798,1,No,Yes
chr20,63556627,63556737,hsa-miR-6740-5p,ENST00000370097.1,+,No Seed,INT_RH_17774,1,No,Yes
chr20,63556642,63556727,hsa-miR-29b-2-5p,ENST00000370098.4,+,No Seed,INT_RH_8991,1,No,Yes
chr20,63556641,63556727,hsa-miR-145-5p,ENST00000370098.4,+,No Seed,INT_RH_9967,1,No,Yes
chr20,63556630,63556715,hsa-miR-345-3p,ENST00000370098.4,+,No Seed,INT_RH_10943,1,No,Yes
chr20,63556657,63556741,hsa-miR-590-3p,ENST00000370098.4,+,No Seed,INT_RH_11919,1,No,Yes
chr20,63556656,63556739,hsa-miR-4326,ENST00000370098.4,+,No Seed,INT_RH_12895,1,No,Yes
chr20,63556653,63556733,hsa-miR-4486,ENST00000370098.4,+,No Seed,INT_RH_13871,1,No,Yes
chr20,63556665,63556752,hsa-miR-4793-5p,ENST00000370098.4,+,No Seed,INT_RH_14847,1,No,Yes
chr20,63556654,63556739,hsa-miR-5001-3p,ENST00000370098.4,+,No Seed,INT_RH_15823,1,No,Yes
chr20,63556621,63556705,hsa-miR-5196-3p,ENST00000370098.4,+,No Seed,INT_RH_16799,1,No,Yes
chr20,63556627,63556712,hsa-miR-6740-5p,ENST00000370098.4,+,No Seed,INT_RH_17775,1,No,Yes
chr20,63556642,63556712,hsa-miR-29b-2-5p,ENST00000615526.1,+,No Seed,INT_RH_8992,1,No,Yes
chr20,63556641,63556712,hsa-miR-145-5p,ENST00000615526.1,+,No Seed,INT_RH_9968,1,No,Yes
chr20,63556630,63556700,hsa-miR-345-3p,ENST00000615526.1,+,No Seed,INT_RH_10944,1,No,Yes
chr20,63556644,63556713,hsa-miR-590-3p,ENST00000615526.1,+,No Seed,INT_RH_11920,1,No,Yes
chr20,63556621,63556689,hsa-miR-4326,ENST00000615526.1,+,No Seed,INT_RH_12896,1,No,Yes
chr20,63556631,63556696,hsa-miR-4486,ENST00000615526.1,+,No Seed,INT_RH_13872,1,No,Yes
chr20,63556637,63556709,hsa-miR-4793-5p,ENST00000615526.1,+,No Seed,INT_RH_14848,1,No,Yes
chr20,63556644,63556714,hsa-miR-5001-3p,ENST00000615526.1,+,No Seed,INT_RH_15824,1,No,Yes
chr20,63556621,63556690,hsa-miR-5196-3p,ENST00000615526.1,+,No Seed,INT_RH_16800,1,No,Yes
chr20,63556627,63556697,hsa-miR-6740-5p,ENST00000615526.1,+,No Seed,INT_RH_17776,1,No,Yes
chr20,63559145,63559162,hsa-miR-4486,ENST00000427522.6,-,No Seed,INT_RH_13873,1,No,Yes
chr20,63558643,63558664,hsa-miR-5196-3p,ENST00000427522.6,-,No Seed,INT_RH_16801,1,No,Yes
chr20,63559045,63559067,hsa-miR-6740-5p,ENST00000427522.6,-,No Seed,INT_RH_17777,1,No,Yes
chr20,63559222,63559244,hsa-miR-29b-2-5p,ENST00000467148.1,-,No Seed,INT_RH_8994,1,No,No
chr20,63559196,63559219,hsa-miR-145-5p,ENST00000467148.1,-,No Seed,INT_RH_9970,1,No,No
chr20,63559222,63559244,hsa-miR-345-3p,ENST00000467148.1,-,No Seed,INT_RH_10946,1,No,No
chr20,63559195,63559216,hsa-miR-590-3p,ENST00000467148.1,-,No Seed,INT_RH_11922,1,No,No
chr20,63559195,63559215,hsa-miR-4326,ENST00000467148.1,-,No Seed,INT_RH_12898,1,No,No
chr20,63559225,63559242,hsa-miR-4486,ENST00000467148.1,-,No Seed,INT_RH_13874,1,No,No
chr20,63559205,63559227,hsa-miR-5001-3p,ENST00000467148.1,-,No Seed,INT_RH_15826,1,No,No
chr20,63559194,63559215,hsa-miR-5196-3p,ENST00000467148.1,-,No Seed,INT_RH_16802,1,No,No
chr20,63559219,63559241,hsa-miR-6740-5p,ENST00000467148.1,-,No Seed,INT_RH_17778,1,No,No
chr21,17791739,17791762,hsa-miR-145-5p,ENST00000284881.8,-,No Seed,INT_RH_9971,1,No,Yes
chr21,17789898,17789918,hsa-miR-4326,ENST00000284881.8,-,No Seed,INT_RH_12899,1,No,No
chr21,17789809,17789833,hsa-miR-4793-5p,ENST00000284881.8,-,No Seed,INT_RH_14851,1,No,No
chr21,17792556,17792578,hsa-miR-5001-3p,ENST00000284881.8,-,No Seed,INT_RH_15827,1,No,No
chr21,17789895,17789916,hsa-miR-5196-3p,ENST00000284881.8,-,No Seed,INT_RH_16803,1,No,No
chr21,17793103,17793125,hsa-miR-29b-2-5p,ENST00000400559.7,-,No Seed,INT_RH_8996,1,No,Yes
chr21,17793038,17793061,hsa-miR-145-5p,ENST00000400559.7,-,No Seed,INT_RH_9972,1,No,Yes
chr21,17793229,17793251,hsa-miR-345-3p,ENST00000400559.7,-,No Seed,INT_RH_10948,1,No,Yes
chr21,17793060,17793080,hsa-miR-4326,ENST00000400559.7,-,No Seed,INT_RH_12900,1,No,Yes
chr21,17793376,17793393,hsa-miR-4486,ENST00000400559.7,-,No Seed,INT_RH_13876,1,No,Yes
chr21,17793367,17793391,hsa-miR-4793-5p,ENST00000400559.7,-,No Seed,INT_RH_14852,1,No,Yes
chr21,17793217,17793239,hsa-miR-5001-3p,ENST00000400559.7,-,No Seed,INT_RH_15828,1,No,Yes
chr21,17793042,17793063,hsa-miR-5196-3p,ENST00000400559.7,-,No Seed,INT_RH_16804,1,No,Yes
chr21,17793457,17793479,hsa-miR-29b-2-5p,ENST00000400558.7,-,No Seed,INT_RH_8997,1,No,Yes
chr21,17793433,17793456,hsa-miR-145-5p,ENST00000400558.7,-,No Seed,INT_RH_9973,1,No,Yes
chr21,17793449,17793471,hsa-miR-345-3p,ENST00000400558.7,-,No Seed,INT_RH_10949,1,No,Yes
chr21,17793434,17793455,hsa-miR-590-3p,ENST00000400558.7,-,No Seed,INT_RH_11925,1,No,Yes
chr21,17793447,17793467,hsa-miR-4326,ENST00000400558.7,-,No Seed,INT_RH_12901,1,No,Yes
chr21,17793498,17793515,hsa-miR-4486,ENST00000400558.7,-,No Seed,INT_RH_13877,1,No,Yes
chr21,17793435,17793457,hsa-miR-5001-3p,ENST00000400558.7,-,No Seed,INT_RH_15829,1,No,Yes
chr21,17793444,17793465,hsa-miR-5196-3p,ENST00000400558.7,-,No Seed,INT_RH_16805,1,No,Yes
chr21,41458797,41459275,hsa-miR-345-3p,ENST00000288383.10,+,No Seed,INT_RH_10950,1,No,No
chr21,41458918,41459395,hsa-miR-590-3p,ENST00000288383.10,+,No Seed,INT_RH_11926,1,No,No
chr21,41458965,41459441,hsa-miR-4326,ENST00000288383.10,+,No Seed,INT_RH_12902,1,No,No
chr21,41458766,41459239,hsa-miR-4486,ENST00000288383.10,+,No Seed,INT_RH_13878,1,No,No
chr21,41458899,41459377,hsa-miR-5001-3p,ENST00000288383.10,+,No Seed,INT_RH_15830,1,No,No
chr21,41459177,41459655,hsa-miR-6740-5p,ENST00000288383.10,+,No Seed,INT_RH_17782,1,No,No
chr21,41458797,41459275,hsa-miR-345-3p,ENST00000398598.7,+,No Seed,INT_RH_10951,1,No,No
chr21,41458918,41459395,hsa-miR-590-3p,ENST00000398598.7,+,No Seed,INT_RH_11927,1,No,No
chr21,41458965,41459441,hsa-miR-4326,ENST00000398598.7,+,No Seed,INT_RH_12903,1,No,No
chr21,41458766,41459239,hsa-miR-4486,ENST00000398598.7,+,No Seed,INT_RH_13879,1,No,No
chr21,41458899,41459377,hsa-miR-5001-3p,ENST00000398598.7,+,No Seed,INT_RH_15831,1,No,No
chr21,41459177,41459655,hsa-miR-6740-5p,ENST00000398598.7,+,No Seed,INT_RH_17783,1,No,No
chr21,41458797,41459275,hsa-miR-345-3p,ENST00000398600.6,+,No Seed,INT_RH_10952,1,No,No
chr21,41458918,41459395,hsa-miR-590-3p,ENST00000398600.6,+,No Seed,INT_RH_11928,1,No,No
chr21,41458965,41459441,hsa-miR-4326,ENST00000398600.6,+,No Seed,INT_RH_12904,1,No,No
chr21,41458766,41459239,hsa-miR-4486,ENST00000398600.6,+,No Seed,INT_RH_13880,1,No,No
chr21,41458899,41459377,hsa-miR-5001-3p,ENST00000398600.6,+,No Seed,INT_RH_15832,1,No,No
chr21,41459177,41459655,hsa-miR-6740-5p,ENST00000398600.6,+,No Seed,INT_RH_17784,1,No,No
chr21,41458797,41459274,hsa-miR-345-3p,ENST00000455164.6,+,No Seed,INT_RH_10953,1,No,No
chr21,41458918,41459394,hsa-miR-590-3p,ENST00000455164.6,+,No Seed,INT_RH_11929,1,No,No
chr21,41458965,41459440,hsa-miR-4326,ENST00000455164.6,+,No Seed,INT_RH_12905,1,No,No
chr21,41458766,41459238,hsa-miR-4486,ENST00000455164.6,+,No Seed,INT_RH_13881,1,No,No
chr21,41458899,41459376,hsa-miR-5001-3p,ENST00000455164.6,+,No Seed,INT_RH_15833,1,No,No
chr21,41459177,41459654,hsa-miR-6740-5p,ENST00000455164.6,+,No Seed,INT_RH_17785,1,No,No
chr21,41458797,41459251,hsa-miR-345-3p,ENST00000619682.1,+,No Seed,INT_RH_10954,1,No,No
chr21,41458918,41459371,hsa-miR-590-3p,ENST00000619682.1,+,No Seed,INT_RH_11930,1,No,No
chr21,41458965,41459417,hsa-miR-4326,ENST00000619682.1,+,No Seed,INT_RH_12906,1,No,No
chr21,41459010,41459459,hsa-miR-4486,ENST00000619682.1,+,No Seed,INT_RH_13882,1,No,No
chr21,41458899,41459353,hsa-miR-5001-3p,ENST00000619682.1,+,No Seed,INT_RH_15834,1,No,No
chr21,41459177,41459631,hsa-miR-6740-5p,ENST00000619682.1,+,No Seed,INT_RH_17786,1,No,No
chr22,18177114,18177717,hsa-miR-145-5p,ENST00000215794.7,+,No Seed,INT_RH_9980,1,No,No
chr22,18177153,18177753,hsa-miR-4326,ENST00000215794.7,+,No Seed,INT_RH_12908,1,No,No
chr22,18177024,18177621,hsa-miR-4486,ENST00000215794.7,+,No Seed,INT_RH_13884,1,No,No
chr22,18177086,18177690,hsa-miR-4793-5p,ENST00000215794.7,+,No Seed,INT_RH_14860,1,No,No
chr22,18177156,18177758,hsa-miR-5001-3p,ENST00000215794.7,+,No Seed,INT_RH_15836,1,No,No
chr22,18177126,18177727,hsa-miR-5196-3p,ENST00000215794.7,+,No Seed,INT_RH_16812,1,No,No
chr22,18176857,18177459,hsa-miR-6740-5p,ENST00000215794.7,+,No Seed,INT_RH_17788,1,No,No
chr22,25193709,25197406,hsa-miR-4326,ENST00000406486.8,+,No Seed,INT_RH_12911,1,No,No
chr22,26443689,26445518,hsa-miR-4326,ENST00000215906.5,+,No Seed,INT_RH_12913,1,No,No
chr22,26443220,26445050,hsa-miR-5196-3p,ENST00000215906.5,+,No Seed,INT_RH_16817,1,No,No
chr22,36140537,36140559,hsa-miR-29b-2-5p,ENST00000349314.6,-,No Seed,INT_RH_9010,1,No,No
chr22,36141175,36141197,hsa-miR-345-3p,ENST00000349314.6,-,No Seed,INT_RH_10962,1,No,No
chr22,36140539,36140556,hsa-miR-4486,ENST00000349314.6,-,7A1,INT_RH_13890,1,No,No
chr22,36140537,36140559,hsa-miR-29b-2-5p,ENST00000361710.6,-,No Seed,INT_RH_9011,1,No,No
chr22,36141175,36141197,hsa-miR-345-3p,ENST00000361710.6,-,No Seed,INT_RH_10963,1,No,No
chr22,36140539,36140556,hsa-miR-4486,ENST00000361710.6,-,7A1,INT_RH_13891,1,No,No
chr22,36140537,36140559,hsa-miR-29b-2-5p,ENST00000397287.6,-,No Seed,INT_RH_9012,1,No,No
chr22,36141175,36141197,hsa-miR-345-3p,ENST00000397287.6,-,No Seed,INT_RH_10964,1,No,No
chr22,36140539,36140556,hsa-miR-4486,ENST00000397287.6,-,7A1,INT_RH_13892,1,No,No
chr22,36140537,36140559,hsa-miR-29b-2-5p,ENST00000397293.6,-,No Seed,INT_RH_9013,1,No,No
chr22,36141175,36141197,hsa-miR-345-3p,ENST00000397293.6,-,No Seed,INT_RH_10965,1,No,No
chr22,36140539,36140556,hsa-miR-4486,ENST00000397293.6,-,7A1,INT_RH_13893,1,No,No
chr22,36141163,36141185,hsa-miR-29b-2-5p,ENST00000424878.3,-,No Seed,INT_RH_9014,1,No,No
chr22,36141118,36141141,hsa-miR-145-5p,ENST00000424878.3,-,No Seed,INT_RH_9990,1,No,No
chr22,36141175,36141197,hsa-miR-345-3p,ENST00000424878.3,-,No Seed,INT_RH_10966,1,No,No
chr22,36141045,36141066,hsa-miR-590-3p,ENST00000424878.3,-,No Seed,INT_RH_11942,1,No,No
chr22,36141108,36141128,hsa-miR-4326,ENST00000424878.3,-,No Seed,INT_RH_12918,1,No,No
chr22,36141180,36141197,hsa-miR-4486,ENST00000424878.3,-,No Seed,INT_RH_13894,1,No,No
chr22,36141047,36141071,hsa-miR-4793-5p,ENST00000424878.3,-,No Seed,INT_RH_14870,1,No,No
chr22,36141105,36141127,hsa-miR-5001-3p,ENST00000424878.3,-,No Seed,INT_RH_15846,1,No,No
chr22,36141029,36141050,hsa-miR-5196-3p,ENST00000424878.3,-,No Seed,INT_RH_16822,1,No,No
chr22,36141058,36141080,hsa-miR-6740-5p,ENST00000424878.3,-,No Seed,INT_RH_17798,1,No,No
chr22,36226489,36226511,hsa-miR-345-3p,ENST00000358502.9,-,No Seed,INT_RH_10967,1,No,No
chr22,36227047,36227068,hsa-miR-590-3p,ENST00000358502.9,-,No Seed,INT_RH_11943,1,No,No
chr22,36226489,36226511,hsa-miR-345-3p,ENST00000249066.10,-,No Seed,INT_RH_10968,1,No,No
chr22,36227047,36227068,hsa-miR-590-3p,ENST00000249066.10,-,No Seed,INT_RH_11944,1,No,No
chr22,36227367,36227389,hsa-miR-29b-2-5p,ENST00000451256.6,-,No Seed,INT_RH_9017,1,No,No
chr22,36227359,36227382,hsa-miR-145-5p,ENST00000451256.6,-,No Seed,INT_RH_9993,1,No,No
chr22,36227379,36227401,hsa-miR-345-3p,ENST00000451256.6,-,7A1,INT_RH_10969,1,No,No
chr22,36227376,36227397,hsa-miR-590-3p,ENST00000451256.6,-,No Seed,INT_RH_11945,1,No,No
chr22,36227348,36227368,hsa-miR-4326,ENST00000451256.6,-,No Seed,INT_RH_12921,1,No,No
chr22,36227355,36227372,hsa-miR-4486,ENST00000451256.6,-,No Seed,INT_RH_13897,1,No,No
chr22,36227348,36227372,hsa-miR-4793-5p,ENST00000451256.6,-,No Seed,INT_RH_14873,1,No,No
chr22,36227360,36227381,hsa-miR-5196-3p,ENST00000451256.6,-,No Seed,INT_RH_16825,1,No,No
chr22,36227362,36227384,hsa-miR-6740-5p,ENST00000451256.6,-,No Seed,INT_RH_17801,1,No,No
chr22,36267137,36268647,hsa-miR-345-3p,ENST00000319136.8,+,No Seed,INT_RH_10970,1,No,No
chr22,36267137,36268651,hsa-miR-345-3p,ENST00000397278.7,+,No Seed,INT_RH_10971,1,No,No
chr22,36266313,36267385,hsa-miR-345-3p,ENST00000397279.8,+,No Seed,INT_RH_10972,1,No,No
chr22,36267137,36268656,hsa-miR-345-3p,ENST00000422706.5,+,No Seed,INT_RH_10973,1,No,No
chr22,36267137,36268656,hsa-miR-345-3p,ENST00000426053.5,+,No Seed,INT_RH_10974,1,No,No
chr22,39225013,39225036,hsa-miR-145-5p,ENST00000381551.8,-,No Seed,INT_RH_10000,1,No,Yes
chr22,39225621,39225642,hsa-miR-590-3p,ENST00000381551.8,-,No Seed,INT_RH_11952,1,No,Yes
chr22,39225620,39225640,hsa-miR-4326,ENST00000381551.8,-,No Seed,INT_RH_12928,1,No,Yes
chr22,39225670,39225692,hsa-miR-5001-3p,ENST00000381551.8,-,No Seed,INT_RH_15856,1,No,Yes
chr22,39225138,39225160,hsa-miR-6740-5p,ENST00000381551.8,-,No Seed,INT_RH_17808,1,No,Yes
chr3,36827536,36827559,hsa-miR-145-5p,ENST00000429976.5,-,No Seed,INT_RH_10001,1,No,No
chr3,36827305,36827325,hsa-miR-4326,ENST00000429976.5,-,No Seed,INT_RH_12929,1,No,No
chr3,36827474,36827498,hsa-miR-4793-5p,ENST00000429976.5,-,No Seed,INT_RH_14881,1,No,Yes
chr3,36827539,36827560,hsa-miR-5196-3p,ENST00000429976.5,-,No Seed,INT_RH_16833,1,No,No
chr3,36827838,36827860,hsa-miR-6740-5p,ENST00000429976.5,-,No Seed,INT_RH_17809,1,No,No
chr3,39138790,39138925,hsa-miR-145-5p,ENST00000431162.6,+,7A1,INT_RH_10002,1,No,No
chr3,39138803,39138937,hsa-miR-345-3p,ENST00000431162.6,+,No Seed,INT_RH_10978,1,No,No
chr3,39138800,39138933,hsa-miR-590-3p,ENST00000431162.6,+,No Seed,INT_RH_11954,1,No,No
chr3,39138837,39138969,hsa-miR-4326,ENST00000431162.6,+,No Seed,INT_RH_12930,1,No,No
chr3,39138793,39138922,hsa-miR-4486,ENST00000431162.6,+,No Seed,INT_RH_13906,1,No,No
chr3,39138825,39138961,hsa-miR-4793-5p,ENST00000431162.6,+,No Seed,INT_RH_14882,1,No,No
chr3,39138797,39138931,hsa-miR-5001-3p,ENST00000431162.6,+,No Seed,INT_RH_15858,1,No,No
chr3,39138855,39138988,hsa-miR-5196-3p,ENST00000431162.6,+,No Seed,INT_RH_16834,1,No,No
